strYMDH,Time,Wind_Speed_in_kts,Wind_Gust_in_kts,Wind_Direction_in_deg,Visibility_in_mi,Precipitation_in_in,Precipitation_Type,Temperature,Dew_Point,Altimeter_in_in_H
2008-04-21 22,'2008-04-21 10:51 pm CST,7,M,130,5,0,haze,57.2,50,30.03
2008-04-21 23,'2008-04-21 11:51 pm CST,6,M,130,5,0,haze,55.4,50,30.02
2008-04-22 00,'2008-04-22 12:51 am CST,3,M,160,5,0,haze,53.6,48.2,30.01
2008-04-22 01,'2008-04-22 01:51 am CST,6,M,160,8,0,none,53.6,46.4,30
2008-04-22 02,'2008-04-22 02:51 am CST,7,M,150,8,0,none,53.6,44.6,29.99
2008-04-22 03,'2008-04-22 03:51 am CST,6,M,180,8,0,none,51.8,44.6,29.98
2008-04-22 04,'2008-04-22 04:51 am CST,7,M,160,10,0,none,50,44.6,29.98
2008-04-22 05,'2008-04-22 05:51 am CST,6,M,150,8,0,none,51.8,46.4,29.99
2008-04-22 06,'2008-04-22 06:51 am CST,9,M,170,9,0,none,60.8,48.2,29.99
2008-04-22 07,'2008-04-22 07:51 am CST,10,M,190,10,0,none,66.2,46.4,30
2008-04-22 08,'2008-04-22 08:51 am CST,10,M,200,10,0,none,66.2,46.4,30
2008-04-22 09,'2008-04-22 09:51 am CST,12,M,220,10,0,none,66.2,48.2,30.03
2008-04-22 10,'2008-04-22 10:51 am CST,14,M,210,10,0,none,66.2,48.2,30.02
2008-04-22 11,'2008-04-22 11:51 am CST,13,M,240,10,0,none,68,50,30.03
2008-04-22 24,'2008-04-22 12:51 pm CST,9,M,160,10,0,none,69.8,51.8,29.99
2008-04-22 13,'2008-04-22 01:51 pm CST,13,M,150,10,0,none,71.6,51.8,29.95
2008-04-22 14,'2008-04-22 02:51 pm CST,7,M,170,10,0,none,73.4,51.8,29.96
2008-04-22 15,'2008-04-22 03:51 pm CST,6,M,210,10,0,none,73.4,51.8,29.97
2008-04-22 16,'2008-04-22 04:51 pm CST,6,M,220,10,0,none,73.4,51.8,29.97
2008-04-22 17,'2008-04-22 05:51 pm CST,7,M,250,10,0,none,71.6,50,29.98
2008-04-22 18,'2008-04-22 06:51 pm CST,,M,,,,M,,,
2008-04-22 19,'2008-04-22 07:51 pm CST,0,M,0,10,0,none,66.2,51.8,30.01
2008-04-22 20,'2008-04-22 08:51 pm CST,3,M,250,10,0,none,64.4,51.8,30.03
2008-04-22 21,'2008-04-22 09:51 pm CST,5,M,270,10,0,none,62.6,51.8,30.04
2008-04-22 22,'2008-04-22 10:51 pm CST,0,M,0,10,0,none,62.6,53.6,30.05
2008-04-22 23,'2008-04-22 11:51 pm CST,3,M,300,10,0,none,60.8,53.6,30.07
2008-04-23 00,'2008-04-23 12:51 am CST,12,M,350,10,0,none,62.6,53.6,30.08
2008-04-23 01,'2008-04-23 01:51 am CST,9,M,10,10,0,none,62.6,53.6,30.1
2008-04-23 02,'2008-04-23 02:51 am CST,13,M,10,10,0,none,60.8,51.8,30.12
2008-04-23 03,'2008-04-23 03:51 am CST,8,M,10,10,0,none,59,48.2,30.14
2008-04-23 04,'2008-04-23 04:51 am CST,9,M,10,10,0,none,57.2,46.4,30.17
2008-04-23 05,'2008-04-23 05:51 am CST,10,M,20,10,0,none,57.2,44.6,30.2
2008-04-23 06,'2008-04-23 06:51 am CST,14,21,40,10,0,none,59,37.4,30.21
2008-04-23 07,'2008-04-23 07:51 am CST,14,21,60,10,0,none,60.8,44.6,30.23
2008-04-23 08,'2008-04-23 08:51 am CST,13,25,70,10,0,none,62.6,44.6,30.23
2008-04-23 09,'2008-04-23 09:51 am CST,13,M,70,10,0,none,64.4,42.8,30.24
2008-04-23 10,'2008-04-23 10:51 am CST,10,M,80,10,0,none,68,42.8,30.23
2008-04-23 11,'2008-04-23 11:51 am CST,14,M,40,10,0,none,71.6,30.2,30.22
2008-04-23 24,'2008-04-23 12:51 pm CST,14,M,60,10,0,none,71.6,28.4,30.21
2008-04-23 13,'2008-04-23 01:51 pm CST,15,M,70,10,0,none,73.4,26.6,30.2
2008-04-23 14,'2008-04-23 02:51 pm CST,14,M,80,10,0,none,73.4,35.6,30.18
2008-04-23 15,'2008-04-23 03:51 pm CST,14,M,80,10,0,none,73.4,35.6,30.17
2008-04-23 16,'2008-04-23 04:51 pm CST,13,M,70,10,0,none,73.4,28.4,30.16
2008-04-23 17,'2008-04-23 05:51 pm CST,13,M,70,10,0,none,69.8,37.4,30.15
2008-04-23 18,'2008-04-23 06:51 pm CST,9,M,70,10,0,none,66.2,37.4,30.16
2008-04-23 19,'2008-04-23 07:51 pm CST,12,M,60,10,0,none,59,42.8,30.17
2008-04-23 20,'2008-04-23 08:51 pm CST,7,M,70,10,0,none,53.6,41,30.18
2008-04-23 21,'2008-04-23 09:51 pm CST,5,M,60,10,0,none,53.6,37.4,30.16
2008-04-23 22,'2008-04-23 10:51 pm CST,6,M,70,10,0,none,53.6,35.6,30.16
2008-04-23 23,'2008-04-23 11:51 pm CST,5,M,80,10,0,none,53.6,35.6,30.15
2008-04-24 00,'2008-04-24 12:51 am CST,6,M,100,10,0,none,55.4,37.4,30.14
2008-04-24 01,'2008-04-24 01:51 am CST,15,M,130,10,0,none,60.8,46.4,30.13
2008-04-24 02,'2008-04-24 02:51 am CST,13,M,130,10,0,none,60.8,42.8,30.14
2008-04-24 03,'2008-04-24 03:51 am CST,15,M,130,10,0,none,62.6,33.8,30.14
2008-04-24 04,'2008-04-24 04:51 am CST,12,M,120,10,0,none,60.8,30.2,30.14
2008-04-24 05,'2008-04-24 05:51 am CST,17,M,120,10,0,none,60.8,33.8,30.14
2008-04-24 06,'2008-04-24 06:51 am CST,21,M,140,10,0,none,64.4,30.2,30.14
2008-04-24 07,'2008-04-24 07:51 am CST,25,33,150,10,0,none,64.4,26.6,30.13
2008-04-24 08,'2008-04-24 08:51 am CST,26,36,140,10,0,none,68,28.4,30.1
2008-04-24 09,'2008-04-24 09:51 am CST,24,36,140,10,0,none,69.8,33.8,30.08
2008-04-24 10,'2008-04-24 10:51 am CST,28,35,140,10,0,none,73.4,37.4,30.05
2008-04-24 11,'2008-04-24 11:51 am CST,24,32,140,10,0,none,71.6,37.4,30.03
2008-04-24 24,'2008-04-24 12:51 pm CST,24,30,140,10,0,none,73.4,37.4,30
2008-04-24 13,'2008-04-24 01:51 pm CST,22,26,140,10,0,none,73.4,41,29.96
2008-04-24 14,'2008-04-24 02:51 pm CST,23,30,160,10,0,light rain,71.6,41,29.94
2008-04-24 15,'2008-04-24 03:51 pm CST,13,21,160,10,0,rain,69.8,46.4,29.92
2008-04-24 16,'2008-04-24 04:51 pm CST,9,M,170,10,0,none,69.8,50,29.89
2008-04-24 17,'2008-04-24 05:51 pm CST,15,31,170,7,0.01,light rain,66.2,57.2,29.9
2008-04-24 18,'2008-04-24 06:51 pm CST,13,M,160,10,0.01,light rain,64.4,57.2,29.88
2008-04-24 19,'2008-04-24 07:51 pm CST,14,M,150,6,0.05,light rain,62.6,59,29.88
2008-04-24 20,'2008-04-24 08:51 pm CST,9,M,180,9,0,rain,62.6,59,29.9
2008-04-24 21,'2008-04-24 09:51 pm CST,9,M,180,9,0,none,62.6,59,29.87
2008-04-24 22,'2008-04-24 10:51 pm CST,10,M,200,10,0,none,62.6,57.2,29.86
2008-04-24 23,'2008-04-24 11:51 pm CST,12,M,190,10,0,none,62.6,57.2,29.84
2008-04-25 00,'2008-04-25 12:51 am CST,12,M,190,10,0,none,62.6,57.2,29.82
2008-04-25 01,'2008-04-25 01:51 am CST,10,M,190,8,0,none,62.6,57.2,29.8
2008-04-25 02,'2008-04-25 02:51 am CST,16,M,210,9,0,none,64.4,57.2,29.8
2008-04-25 03,'2008-04-25 03:51 am CST,15,22,200,7,0,none,62.6,57.2,29.79
2008-04-25 04,'2008-04-25 04:51 am CST,14,M,190,8,0,none,62.6,57.2,29.78
2008-04-25 05,'2008-04-25 05:51 am CST,15,M,200,6,0,haze,64.4,59,29.78
2008-04-25 06,'2008-04-25 06:51 am CST,12,M,190,7,0,none,64.4,59,29.78
2008-04-25 07,'2008-04-25 07:51 am CST,17,M,190,7,0,none,66.2,59,29.75
2008-04-25 08,'2008-04-25 08:51 am CST,16,M,190,8,0,none,69.8,60.8,29.74
2008-04-25 09,'2008-04-25 09:51 am CST,18,29,210,10,0,dust storm,71.6,59,29.73
2008-04-25 10,'2008-04-25 10:51 am CST,,M,,,,M,,,
2008-04-25 11,'2008-04-25 11:51 am CST,21,30,170,10,0,thunderstorm rain,73.4,60.8,29.67
2008-04-25 24,'2008-04-25 12:51 pm CST,22,33,190,10,0,none,80.6,60.8,29.65
2008-04-25 13,'2008-04-25 01:51 pm CST,24,39,190,10,0,none,80.6,59,29.64
2008-04-25 14,'2008-04-25 02:51 pm CST,25,32,210,10,0,none,78.8,59,29.62
2008-04-25 15,'2008-04-25 03:51 pm CST,23,32,210,10,0,none,75.2,59,29.61
2008-04-25 16,'2008-04-25 04:51 pm CST,21,32,210,10,0,light rain,75.2,59,29.61
2008-04-25 17,'2008-04-25 05:51 pm CST,,M,,,,M,,,
2008-04-25 18,'2008-04-25 06:51 pm CST,21,31,180,9,0.09,light rain,66.2,60.8,29.59
2008-04-25 19,'2008-04-25 07:51 pm CST,22,29,220,10,0,rain,66.2,59,29.62
2008-04-25 20,'2008-04-25 08:51 pm CST,17,28,260,10,0.02,light rain,55.4,51.8,29.68
2008-04-25 21,'2008-04-25 09:51 pm CST,18,29,260,6,0.11,light rain,50,46.4,29.72
2008-04-25 22,'2008-04-25 10:51 pm CST,23,29,260,10,0.01,rain,46.4,42.8,29.75
2008-04-25 23,'2008-04-25 11:51 pm CST,20,29,260,10,0,none,44.6,39.2,29.78
2008-04-26 00,'2008-04-26 12:51 am CST,20,31,250,10,0,none,42.8,35.6,29.8
2008-04-26 01,'2008-04-26 01:51 am CST,18,30,250,10,0,none,41,33.8,29.82
2008-04-26 02,'2008-04-26 02:51 am CST,16,24,250,10,0,none,41,32,29.84
2008-04-26 03,'2008-04-26 03:51 am CST,18,31,250,10,0,none,41,32,29.84
2008-04-26 04,'2008-04-26 04:51 am CST,24,35,250,10,0,none,39.2,28.4,29.87
2008-04-26 05,'2008-04-26 05:51 am CST,16,33,250,10,0,none,39.2,28.4,29.9
2008-04-26 06,'2008-04-26 06:51 am CST,22,31,250,10,0,none,39.2,28.4,29.93
2008-04-26 07,'2008-04-26 07:51 am CST,17,31,260,10,0,none,41,28.4,29.94
2008-04-26 08,'2008-04-26 08:51 am CST,17,29,250,10,0,none,44.6,32,29.95
2008-04-26 09,'2008-04-26 09:51 am CST,16,30,240,10,0,none,46.4,33.8,29.97
2008-04-26 10,'2008-04-26 10:51 am CST,18,31,240,10,0,none,50,33.8,29.98
2008-04-26 11,'2008-04-26 11:51 am CST,25,38,230,10,0,none,51.8,33.8,29.99
2008-04-26 24,'2008-04-26 12:51 pm CST,23,38,240,10,0,none,53.6,33.8,30
2008-04-26 13,'2008-04-26 01:51 pm CST,25,40,250,10,0,none,55.4,30.2,30
2008-04-26 14,'2008-04-26 02:51 pm CST,26,39,260,10,0,none,57.2,28.4,30.01
2008-04-26 15,'2008-04-26 03:51 pm CST,24,39,270,10,0,none,57.2,28.4,30.01
2008-04-26 16,'2008-04-26 04:51 pm CST,23,35,270,10,0,none,55.4,26.6,30.02
2008-04-26 17,'2008-04-26 05:51 pm CST,15,28,250,10,0,none,53.6,28.4,30.04
2008-04-26 18,'2008-04-26 06:51 pm CST,13,21,260,10,0,none,51.8,28.4,30.06
2008-04-26 19,'2008-04-26 07:51 pm CST,13,M,260,10,0,none,51.8,28.4,30.09
2008-04-26 20,'2008-04-26 08:51 pm CST,12,M,250,10,0,none,50,30.2,30.09
2008-04-26 21,'2008-04-26 09:51 pm CST,13,M,260,10,0,none,48.2,30.2,30.1
2008-04-26 22,'2008-04-26 10:51 pm CST,8,M,270,10,0,none,46.4,30.2,30.12
2008-04-26 23,'2008-04-26 11:51 pm CST,15,M,290,10,0,none,46.4,26.6,30.12
2008-04-27 00,'2008-04-27 12:51 am CST,9,M,300,10,0,none,44.6,26.6,30.11
2008-04-27 01,'2008-04-27 01:51 am CST,9,M,280,10,0,none,44.6,26.6,30.14
2008-04-27 02,'2008-04-27 02:51 am CST,7,M,270,10,0,none,42.8,24.8,30.16
2008-04-27 03,'2008-04-27 03:51 am CST,6,M,230,10,0,none,39.2,26.6,30.17
2008-04-27 04,'2008-04-27 04:51 am CST,5,M,240,10,0,none,37.4,26.6,30.17
2008-04-27 05,'2008-04-27 05:51 am CST,5,M,220,10,0,none,39.2,28.4,30.19
2008-04-27 06,'2008-04-27 06:51 am CST,6,M,250,10,0,none,44.6,28.4,30.2
2008-04-27 07,'2008-04-27 07:51 am CST,12,M,270,10,0,none,44.6,28.4,30.21
2008-04-27 08,'2008-04-27 08:51 am CST,10,M,260,10,0,none,46.4,26.6,30.2
2008-04-27 09,'2008-04-27 09:51 am CST,8,M,270,10,0,none,48.2,26.6,30.19
2008-04-27 10,'2008-04-27 10:51 am CST,8,M,260,10,0,none,50,28.4,30.17
2008-04-27 11,'2008-04-27 11:51 am CST,10,M,290,10,0,none,51.8,28.4,30.15
2008-04-27 24,'2008-04-27 12:51 pm CST,9,20,300,10,0,none,51.8,26.6,30.12
2008-04-27 13,'2008-04-27 01:51 pm CST,12,M,300,10,0,none,53.6,26.6,30.1
2008-04-27 14,'2008-04-27 02:51 pm CST,6,M,220,10,0,none,51.8,28.4,30.08
2008-04-27 15,'2008-04-27 03:51 pm CST,8,M,270,10,0,none,53.6,24.8,30.06
2008-04-27 16,'2008-04-27 04:51 pm CST,6,M,270,10,0,none,53.6,26.6,30.05
2008-04-27 17,'2008-04-27 05:51 pm CST,10,M,250,10,0,none,51.8,21.2,30.05
2008-04-27 18,'2008-04-27 06:51 pm CST,8,M,240,10,0,none,50,23,30.06
2008-04-27 19,'2008-04-27 07:51 pm CST,6,M,250,10,0,none,46.4,23,30.06
2008-04-27 20,'2008-04-27 08:51 pm CST,3,M,250,10,0,none,44.6,24.8,30.05
2008-04-27 21,'2008-04-27 09:51 pm CST,3,M,240,10,0,none,44.6,24.8,30.03
2008-04-27 22,'2008-04-27 10:51 pm CST,3,M,260,10,0,none,42.8,24.8,30.01
2008-04-27 23,'2008-04-27 11:51 pm CST,6,M,270,10,0,none,39.2,26.6,29.99
2008-04-28 00,'2008-04-28 12:51 am CST,0,M,0,10,0,none,39.2,28.4,29.96
2008-04-28 01,'2008-04-28 01:51 am CST,0,M,0,10,0,none,37.4,28.4,29.94
2008-04-28 02,'2008-04-28 02:51 am CST,6,M,290,10,0,none,42.8,30.2,29.94
2008-04-28 03,'2008-04-28 03:51 am CST,0,M,0,10,0,none,42.8,30.2,29.92
2008-04-28 04,'2008-04-28 04:51 am CST,0,M,0,10,0,none,39.2,30.2,29.91
2008-04-28 05,'2008-04-28 05:51 am CST,0,M,0,10,0,none,44.6,30.2,29.89
2008-04-28 06,'2008-04-28 06:51 am CST,0,M,0,10,0,none,46.4,32,29.88
2008-04-28 07,'2008-04-28 07:51 am CST,6,M,160,7,0,light rain,44.6,35.6,29.89
2008-04-28 08,'2008-04-28 08:51 am CST,5,M,260,3,0.08,light rain,39.2,35.6,29.89
2008-04-28 09,'2008-04-28 09:51 am CST,7,M,230,3,0.13,rain,35.6,33.8,29.89
2008-04-28 10,'2008-04-28 10:51 am CST,7,M,310,4,0.06,light rain,37.4,35.6,29.88
2008-04-28 11,'2008-04-28 11:51 am CST,7,M,310,7,0,rain,37.4,35.6,29.88
2008-04-28 24,'2008-04-28 12:51 pm CST,10,M,300,10,0,light rain,37.4,35.6,29.89
2008-04-28 13,'2008-04-28 01:51 pm CST,10,M,300,7,0.01,light rain,35.6,33.8,29.89
2008-04-28 14,'2008-04-28 02:51 pm CST,9,M,30,3,0.05,light rain snow,35.6,33.8,29.9
2008-04-28 15,'2008-04-28 03:51 pm CST,15,20,20,6,0.05,light rain snow,37.4,35.6,29.92
2008-04-28 16,'2008-04-28 04:51 pm CST,14,22,10,7,0.02,light rain snow,37.4,33.8,29.94
2008-04-28 17,'2008-04-28 05:51 pm CST,17,22,10,10,0.01,light rain,37.4,33.8,29.96
2008-04-28 18,'2008-04-28 06:51 pm CST,14,21,350,10,0,light rain,37.4,30.2,29.97
2008-04-28 19,'2008-04-28 07:51 pm CST,9,M,350,10,0,rain,37.4,28.4,30
2008-04-28 20,'2008-04-28 08:51 pm CST,15,M,360,10,0,none,37.4,28.4,30.02
2008-04-28 21,'2008-04-28 09:51 pm CST,12,M,350,10,0,none,37.4,28.4,30.04
2008-04-28 22,'2008-04-28 10:51 pm CST,14,M,360,10,0,none,37.4,28.4,30.06
2008-04-28 23,'2008-04-28 11:51 pm CST,9,M,360,10,0,none,35.6,28.4,30.08
2008-04-29 00,'2008-04-29 12:51 am CST,7,M,350,10,0,none,35.6,28.4,30.08
2008-04-29 01,'2008-04-29 01:51 am CST,7,M,350,10,0,none,33.8,28.4,30.08
2008-04-29 02,'2008-04-29 02:51 am CST,5,M,10,10,0,none,33.8,26.6,30.09
2008-04-29 03,'2008-04-29 03:51 am CST,6,M,330,10,0,none,32,26.6,30.12
2008-04-29 04,'2008-04-29 04:51 am CST,6,M,350,10,0,none,32,26.6,30.14
2008-04-29 05,'2008-04-29 05:51 am CST,5,M,360,10,0,none,33.8,28.4,30.15
2008-04-29 06,'2008-04-29 06:51 am CST,6,M,340,10,0,none,35.6,26.6,30.17
2008-04-29 07,'2008-04-29 07:51 am CST,7,M,30,10,0,none,37.4,28.4,30.18
2008-04-29 08,'2008-04-29 08:51 am CST,5,M,340,10,0,none,39.2,28.4,30.18
2008-04-29 09,'2008-04-29 09:51 am CST,0,M,0,10,0,none,42.8,26.6,30.18
2008-04-29 10,'2008-04-29 10:51 am CST,6,M,50,10,0,none,42.8,26.6,30.18
2008-04-29 11,'2008-04-29 11:51 am CST,5,M,,10,0,none,42.8,24.8,30.16
2008-04-29 24,'2008-04-29 12:51 pm CST,7,M,70,10,0,none,42.8,24.8,30.15
2008-04-29 13,'2008-04-29 01:51 pm CST,9,M,80,10,0,none,42.8,23,30.14
2008-04-29 14,'2008-04-29 02:51 pm CST,7,M,110,10,0,none,42.8,24.8,30.14
2008-04-29 15,'2008-04-29 03:51 pm CST,7,M,150,10,0,none,42.8,26.6,30.12
2008-04-29 16,'2008-04-29 04:51 pm CST,8,M,110,10,0,none,42.8,24.8,30.11
2008-04-29 17,'2008-04-29 05:51 pm CST,10,M,100,10,0,none,41,23,30.11
2008-04-29 18,'2008-04-29 06:51 pm CST,9,M,100,10,0,none,39.2,21.2,30.11
2008-04-29 19,'2008-04-29 07:51 pm CST,8,M,100,10,0,none,37.4,21.2,30.1
2008-04-29 20,'2008-04-29 08:51 pm CST,6,M,120,10,0,none,35.6,23,30.11
2008-04-29 21,'2008-04-29 09:51 pm CST,0,M,0,10,0,none,35.6,23,30.11
2008-04-29 22,'2008-04-29 10:51 pm CST,5,M,130,10,0,none,33.8,23,30.1
2008-04-29 23,'2008-04-29 11:51 pm CST,3,M,140,10,0,none,35.6,24.8,30.1
2008-04-30 00,'2008-04-30 12:51 am CST,3,M,170,10,0,none,32,26.6,30.09
2008-04-30 01,'2008-04-30 01:51 am CST,5,M,160,10,0,none,33.8,24.8,30.08
2008-04-30 02,'2008-04-30 02:51 am CST,3,M,140,10,0,none,32,23,30.08
2008-04-30 03,'2008-04-30 03:51 am CST,5,M,180,10,0,none,32,26.6,30.07
2008-04-30 04,'2008-04-30 04:51 am CST,6,M,160,10,0,none,32,24.8,30.07
2008-04-30 05,'2008-04-30 05:51 am CST,6,M,160,10,0,none,35.6,26.6,30.07
2008-04-30 06,'2008-04-30 06:51 am CST,9,M,170,10,0,none,41,26.6,30.08
2008-04-30 07,'2008-04-30 07:51 am CST,12,M,150,10,0,none,44.6,26.6,30.07
2008-04-30 08,'2008-04-30 08:51 am CST,13,M,130,10,0,none,48.2,28.4,30.06
2008-04-30 09,'2008-04-30 09:51 am CST,12,M,160,10,0,none,50,28.4,30.05
2008-04-30 10,'2008-04-30 10:51 am CST,10,20,150,10,0,none,51.8,28.4,30.02
2008-04-30 11,'2008-04-30 11:51 am CST,12,M,140,10,0,none,55.4,33.8,29.99
2008-04-30 24,'2008-04-30 12:51 pm CST,9,20,90,10,0,none,55.4,33.8,29.96
2008-04-30 13,'2008-04-30 01:51 pm CST,16,M,100,10,0,none,57.2,33.8,29.93
2008-04-30 14,'2008-04-30 02:51 pm CST,16,M,90,10,0,none,55.4,32,29.91
2008-04-30 15,'2008-04-30 03:51 pm CST,12,M,90,10,0,none,55.4,33.8,29.89
2008-04-30 16,'2008-04-30 04:51 pm CST,13,M,90,10,0,none,55.4,33.8,29.88
2008-04-30 17,'2008-04-30 05:51 pm CST,10,M,80,10,0,none,53.6,32,29.87
2008-04-30 18,'2008-04-30 06:51 pm CST,13,21,300,10,0,none,75.2,53.6,29.82
2008-04-30 19,'2008-04-30 07:51 pm CST,7,M,290,10,0,none,71.6,53.6,29.84
2008-04-30 20,'2008-04-30 08:51 pm CST,7,M,290,10,0,none,69.8,55.4,29.85
2008-04-30 21,'2008-04-30 09:51 pm CST,6,M,290,10,0,none,68,55.4,29.87
2008-04-30 22,'2008-04-30 10:51 pm CST,6,M,50,10,0,none,62.6,48.2,29.88
2008-04-30 23,'2008-04-30 11:51 pm CST,6,M,90,10,0,none,51.8,37.4,29.81
2008-05-01 00,'2008-05-01 12:51 am CST,6,M,80,10,0,none,50,39.2,29.8
2008-05-01 01,'2008-05-01 01:51 am CST,8,M,90,10,0,none,50,39.2,29.78
2008-05-01 02,'2008-05-01 02:51 am CST,8,M,80,10,0,none,50,39.2,29.77
2008-05-01 03,'2008-05-01 03:51 am CST,6,M,90,10,0,none,48.2,41,29.75
2008-05-01 04,'2008-05-01 04:51 am CST,6,M,110,8,0,none,48.2,41,29.75
2008-05-01 05,'2008-05-01 05:51 am CST,9,M,140,9,0,none,50,42.8,29.75
2008-05-01 06,'2008-05-01 06:51 am CST,9,M,150,10,0,none,55.4,44.6,29.74
2008-05-01 07,'2008-05-01 07:51 am CST,10,M,170,10,0,none,60.8,46.4,29.72
2008-05-01 08,'2008-05-01 08:51 am CST,10,M,170,10,0,none,66.2,50,29.7
2008-05-01 09,'2008-05-01 09:51 am CST,10,M,190,10,0,none,69.8,51.8,29.68
2008-05-01 10,'2008-05-01 10:51 am CST,13,18,170,10,0,none,73.4,53.6,29.67
2008-05-01 11,'2008-05-01 11:51 am CST,12,M,200,10,0,none,71.6,53.6,29.66
2008-05-01 24,'2008-05-01 12:51 pm CST,12,23,180,10,0,none,73.4,53.6,29.64
2008-05-01 13,'2008-05-01 01:51 pm CST,12,M,170,10,0,none,71.6,53.6,29.62
2008-05-01 14,'2008-05-01 02:51 pm CST,15,M,160,10,0,none,71.6,55.4,29.61
2008-05-01 15,'2008-05-01 03:51 pm CST,21,26,170,10,0,none,69.8,53.6,29.61
2008-05-01 16,'2008-05-01 04:51 pm CST,22,29,170,10,0,none,69.8,53.6,29.62
2008-05-01 17,'2008-05-01 05:51 pm CST,15,M,170,10,0,none,68,55.4,29.64
2008-05-01 18,'2008-05-01 06:51 pm CST,15,M,160,10,0,none,66.2,55.4,29.64
2008-05-01 19,'2008-05-01 07:51 pm CST,17,M,160,10,0,none,66.2,55.4,29.65
2008-05-01 20,'2008-05-01 08:51 pm CST,10,M,160,10,0,none,64.4,57.2,29.66
2008-05-01 21,'2008-05-01 09:51 pm CST,10,M,160,10,0,none,64.4,57.2,29.65
2008-05-01 22,'2008-05-01 10:51 pm CST,9,M,180,10,0,none,64.4,57.2,29.63
2008-05-01 23,'2008-05-01 11:51 pm CST,10,M,190,10,0,none,62.6,57.2,29.62
2008-05-02 00,'2008-05-02 12:51 am CST,10,M,190,10,0,none,62.6,57.2,29.62
2008-05-02 01,'2008-05-02 01:51 am CST,9,M,200,10,0,none,64.4,57.2,29.6
2008-05-02 02,'2008-05-02 02:51 am CST,8,M,180,10,0,none,64.4,57.2,29.59
2008-05-02 03,'2008-05-02 03:51 am CST,6,M,160,10,0,none,62.6,57.2,29.6
2008-05-02 04,'2008-05-02 04:51 am CST,12,M,180,10,0,none,62.6,57.2,29.59
2008-05-02 05,'2008-05-02 05:51 am CST,12,M,180,10,0,none,64.4,57.2,29.61
2008-05-02 06,'2008-05-02 06:51 am CST,12,M,170,10,0,rain,64.4,57.2,29.58
2008-05-02 07,'2008-05-02 07:51 am CST,15,M,180,10,0,light rain,64.4,57.2,29.57
2008-05-02 08,'2008-05-02 08:51 am CST,23,31,180,4,0.04,thunderstorm rain,62.6,59,29.54
2008-05-02 09,'2008-05-02 09:51 am CST,18,25,180,2,1.09,thunderstorm rain,62.6,60.8,29.53
2008-05-02 10,'2008-05-02 10:51 am CST,15,23,180,10,0.05,thunderstorm rain,64.4,60.8,29.51
2008-05-02 11,'2008-05-02 11:51 am CST,20,24,180,9,0,none,68,62.6,29.45
2008-05-02 24,'2008-05-02 12:51 pm CST,15,M,180,10,0,none,71.6,62.6,29.44
2008-05-02 13,'2008-05-02 01:51 pm CST,20,33,210,10,0,none,73.4,57.2,29.45
2008-05-02 14,'2008-05-02 02:51 pm CST,29,39,190,10,0,none,69.8,57.2,29.45
2008-05-02 15,'2008-05-02 03:51 pm CST,24,35,200,10,0,none,69.8,57.2,29.44
2008-05-02 16,'2008-05-02 04:51 pm CST,18,36,210,10,0,none,69.8,55.4,29.45
2008-05-02 17,'2008-05-02 05:51 pm CST,23,28,190,8,0,light rain,68,55.4,29.45
2008-05-02 18,'2008-05-02 06:51 pm CST,12,21,220,10,0.1,rain,62.6,55.4,29.47
2008-05-02 19,'2008-05-02 07:51 pm CST,20,29,250,10,0,dust storm,64.4,48.2,29.52
2008-05-02 20,'2008-05-02 08:51 pm CST,15,26,250,10,0,none,60.8,44.6,29.56
2008-05-02 21,'2008-05-02 09:51 pm CST,13,M,250,10,0,none,57.2,42.8,29.55
2008-05-02 22,'2008-05-02 10:51 pm CST,7,M,200,10,0,none,55.4,42.8,29.54
2008-05-02 23,'2008-05-02 11:51 pm CST,9,M,160,10,0,none,51.8,44.6,29.53
2008-05-03 00,'2008-05-03 12:51 am CST,13,M,170,10,0,none,53.6,44.6,29.51
2008-05-03 01,'2008-05-03 01:51 am CST,13,23,210,10,0,none,55.4,39.2,29.5
2008-05-03 02,'2008-05-03 02:51 am CST,9,M,210,10,0,none,53.6,41,29.49
2008-05-03 03,'2008-05-03 03:51 am CST,12,M,230,10,0,none,51.8,39.2,29.5
2008-05-03 04,'2008-05-03 04:51 am CST,10,M,220,10,0,none,50,39.2,29.51
2008-05-03 05,'2008-05-03 05:51 am CST,15,21,230,10,0,none,51.8,39.2,29.52
2008-05-03 06,'2008-05-03 06:51 am CST,16,23,220,10,0,none,51.8,41,29.53
2008-05-03 07,'2008-05-03 07:51 am CST,18,26,230,10,0,none,53.6,42.8,29.54
2008-05-03 08,'2008-05-03 08:51 am CST,16,24,240,10,0,none,51.8,41,29.56
2008-05-03 09,'2008-05-03 09:51 am CST,17,23,240,10,0,rain,48.2,41,29.59
2008-05-03 10,'2008-05-03 10:51 am CST,15,20,240,8,0,light rain,48.2,41,29.61
2008-05-03 11,'2008-05-03 11:51 am CST,16,22,230,6,0,light rain,46.4,42.8,29.61
2008-05-03 24,'2008-05-03 12:51 pm CST,14,22,240,10,0,rain,50,44.6,29.62
2008-05-03 13,'2008-05-03 01:51 pm CST,18,26,300,6,0,light rain,50,44.6,29.65
2008-05-03 14,'2008-05-03 02:51 pm CST,18,24,290,10,0,light rain,46.4,41,29.71
2008-05-03 15,'2008-05-03 03:51 pm CST,17,26,300,10,0,rain,48.2,39.2,29.76
